IND,YEAR,EMP,WAGE,CAP,INDOUTPT,N,W,K,YS,REC,YEARM1,ID,NL1,NL2,WL1,KL1,KL2,YSL1,YSL2,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984 
9,1981,2.1750000,26.6847992,.5965000,93.1862030,.7770286,3.2840941,-.5166761,4.5345998,524,1980,75,.8350807,1.0445080,3.2123706,-.4692039,-.2809051,4.6051702,4.7179141,0,0,0,0,0,1,0,0,0 
9,1982,2.0490000,26.8873005,.5052000,90.8163986,.7173519,3.2916541,-.6828008,4.5088401,525,1981,75,.7770286,.8350807,3.2840941,-.5166761,-.4692039,4.5345998,4.6051702,0,0,0,0,0,0,1,0,0 
9,1976,4.6700001,25.9291000,.9712000,102.5302963,1.5411590,3.2553658,-.0292229,4.6301584,526,1982,76, , , , , , , ,1,0,0,0,0,0,0,0,0 
9,1977,4.6180000,24.0604992,.9200000,106.1199036,1.5299617,3.1805716,-.0833816,4.6645699,527,1976,76,1.5411590, ,3.2553658,-.0292229, ,4.6301584, ,0,1,0,0,0,0,0,0,0 
9,1978,4.6220002,24.1002998,.8910000,108.8227997,1.5308275,3.1822243,-.1154109,4.6897206,528,1977,76,1.5299617,1.5411590,3.1805716,-.0833816,-.0292229,4.6645699,4.6301584,0,0,1,0,0,0,0,0,0 
9,1979,5.0029998,25.4288006,.9643000,111.3164978,1.6100377,3.2358825,-.0363529,4.7123775,529,1978,76,1.5308275,1.5299617,3.1822243,-.1154109,-.0833816,4.6897206,4.6645699,0,0,0,1,0,0,0,0,0 
9,1980,4.9569998,26.6308994,.9377000,102.9835968,1.6008006,3.2820721,-.0643252,4.6345696,530,1979,76,1.6100377,1.5308275,3.2358825,-.0363529,-.1154109,4.7123775,4.6897206,0,0,0,0,1,0,0,0,0 
9,1981,4.4510002,28.1030006,.8629000,94.8896027,1.4931289,3.3358765,-.1474565,4.5527143,531,1980,76,1.6008006,1.6100377,3.2820721,-.0643252,-.0363529,4.6345696,4.7123775,0,0,0,0,0,1,0,0,0 
9,1982,3.8710001,30.0095997,.7693000,91.4087982,1.3535129,3.4015174,-.2622743,4.5153418,532,1981,76,1.4931289,1.6008006,3.3358765,-.1474565,-.0643252,4.5527143,4.6345696,0,0,0,0,0,0,1,0,0 
9,1977,6.7300000,18.5293999,1.2649000,104.5512009,1.9065752,2.9193587,.2349930,4.6496768,533,1982,77, , , , , , , ,0,1,0,0,0,0,0,0,0 
9,1978,6.5409999,18.2250996,1.2887000,107.5437012,1.8780900,2.9027998,.2536339,4.6778975,534,1977,77,1.9065752, ,2.9193587,.2349930, ,4.6496768, ,0,0,1,0,0,0,0,0,0 
9,1979,5.7719998,19.8080006,1.4315000,110.0803986,1.7530186,2.9860859,.3587228,4.7012110,535,1978,77,1.8780900,1.9065752,2.9027998,.2536339,.2349930,4.6778975,4.6496768,0,0,0,1,0,0,0,0,0 
9,1980,5.6240001,20.7628002,1.2471000,108.9508972,1.7270432,3.0331628,.2208209,4.6908975,536,1979,77,1.7530186,1.8780900,2.9860859,.3587228,.2536339,4.7012110,4.6778975,0,0,0,0,1,0,0,0,0 
9,1981,4.3870001,20.9416008,1.0130000,98.2966003,1.4786457,3.0417376,.0129162,4.5879893,537,1980,77,1.7270432,1.7530186,3.0331628,.2208209,.3587228,4.6908975,4.7012110,0,0,0,0,0,1,0,0,0 
9,1982,4.4610000,20.1172009,.9076000,92.5936966,1.4953729,3.0015752,-.0969515,4.5282211,538,1981,77,1.4786457,1.7270432,3.0417376,.0129162,.2208209,4.5879893,4.6908975,0,0,0,0,0,0,1,0,0 
9,1983,4.9039998,19.8943996,.9264000,91.5326004,1.5900512,2.9904382,-.0764492,4.5166950,539,1982,77,1.4953729,1.4786457,3.0015752,-.0969515,.0129162,4.5282211,4.5879893,0,0,0,0,0,0,0,1,0 
9,1976,6.7960000,26.2714996,1.2276000,102.5302963,1.9163342,3.2684846,.2050610,4.6301584,540,1983,78, , , , , , , ,1,0,0,0,0,0,0,0,0 
9,1977,7.1339998,25.4230003,1.1722000,106.1199036,1.9648721,3.2356544,.1588823,4.6645699,541,1976,78,1.9163342, ,3.2684846,.2050610, ,4.6301584, ,0,1,0,0,0,0,0,0,0 
9,1978,7.5170002,25.4246006,1.1783000,108.8227997,2.0171671,3.2357173,.1640727,4.6897206,542,1977,78,1.9648721,1.9163342,3.2356544,.1588823,.2050610,4.6645699,4.6301584,0,0,1,0,0,0,0,0,0 
9,1979,8.3830004,25.5771999,1.1592000,111.3164978,2.1262059,3.2417014,.1477301,4.7123775,543,1978,78,2.0171671,1.9648721,3.2357173,.1640727,.1588823,4.6897206,4.6645699,0,0,0,1,0,0,0,0,0 
9,1980,7.6580000,24.4398994,1.0476000,102.9835968,2.0357509,3.1962171,.0465019,4.6345696,544,1979,78,2.1262059,2.0171671,3.2417014,.1477301,.1640727,4.7123775,4.6897206,0,0,0,0,1,0,0,0,0 
9,1981,6.5890002,24.8833008,.8037000,94.8896027,1.8854016,3.2141969,-.2185293,4.5527143,545,1980,78,2.0357509,2.1262059,3.1962171,.0465019,.1477301,4.6345696,4.7123775,0,0,0,0,0,1,0,0,0 
9,1982,6.0770001,25.6863995,.6937000,91.4087982,1.8045112,3.2459617,-.3657157,4.5153418,546,1981,78,1.8854016,2.0357509,3.2141969,-.2185293,.0465019,4.5527143,4.6345696,0,0,0,0,0,0,1,0,0 
5,1976,.4560000,20.5816002,.1082000,93.5999985,-.7852625,3.0243974,-2.2237740,4.5390306,547,1982,79, , , , , , , ,1,0,0,0,0,0,0,0,0 
5,1977,.5440000,22.6285992,.1145000,97.8000031,-.6088060,3.1192145,-2.1671805,4.5829248,548,1976,79,-.7852625, ,3.0243974,-2.2237740, ,4.5390306, ,0,1,0,0,0,0,0,0,0 
5,1978,.6180000,22.9645004,.1565000,102.5999985,-.4812669,3.1339495,-1.8546993,4.6308379,549,1977,79,-.6088060,-.7852625,3.1192145,-2.1671805,-2.2237740,4.5829248,4.5390306,0,0,1,0,0,0,0,0,0 
5,1979,.8280000,20.2749004,.1935000,102.1999969,-.1887421,3.0093837,-1.6424778,4.6269317,550,1978,79,-.4812669,-.6088060,3.1339495,-1.8546993,-2.1671805,4.6308379,4.5829248,0,0,0,1,0,0,0,0,0 
5,1980,.7500000,22.7919998,.1510000,100,-.2876821,3.1264095,-1.8904755,4.6051702,551,1979,79,-.1887421,-.4812669,3.0093837,-1.6424778,-1.8546993,4.6269317,4.6308379,0,0,0,0,1,0,0,0,0 
5,1981,.6040000,22.8451996,.1301000,93.9000015,-.5041811,3.1287410,-2.0394518,4.5422306,552,1980,79,-.2876821,-.1887421,3.1264095,-1.8904755,-1.6424778,4.6051702,4.6269317,0,0,0,0,0,1,0,0,0 
5,1982,.6210000,22.3899994,.1194000,98.1999969,-.4764242,3.1086144,-2.1252761,4.5870061,553,1981,79,-.5041811,-.2876821,3.1287410,-2.0394518,-1.8904755,4.5422306,4.6051702,0,0,0,0,0,0,1,0,0 
9,1976,2.9849999,23.1107998,.5472000,103.7668991,1.0935997,3.1403000,-.6029409,4.6421471,554,1982,80, , , , , , , ,1,0,0,0,0,0,0,0,0 
9,1977,2.6350000,22.0767002,.5311000,106.9041977,.9688832,3.0945227,-.6328050,4.6719332,555,1976,80,1.0935997, ,3.1403000,-.6029409, ,4.6421471, ,0,1,0,0,0,0,0,0,0 
9,1978,2.5610001,22.4409008,.6325000,109.4623032,.9403979,3.1108851,-.4580751,4.6955800,556,1977,80,.9688832,1.0935997,3.0945227,-.6328050,-.6029409,4.6719332,4.6421471,0,0,1,0,0,0,0,0,0 
9,1979,2.8420000,23.5774002,.8348000,111.9345016,1.0445080,3.1602886,-.1805631,4.7179141,557,1978,80,.9403979,.9688832,3.1108851,-.4580751,-.6328050,4.6955800,4.6719332,0,0,0,1,0,0,0,0,0 
9,1980,2.9909999,22.5505009,.8178000,100,1.0956078,3.1157572,-.2011375,4.6051702,558,1979,80,1.0445080,.9403979,3.1602886,-.1805631,-.4580751,4.7179141,4.6955800,0,0,0,0,1,0,0,0,0 
9,1981,2.7820001,22.9878006,.7489000,93.1862030,1.0231701,3.1349638,-.2891498,4.5345998,559,1980,80,1.0956078,1.0445080,3.1157572,-.2011375,-.1805631,4.6051702,4.7179141,0,0,0,0,0,1,0,0,0 
9,1982,2.5000000,23.3722992,.6527000,90.8163986,.9162908,3.1515515,-.4266376,4.5088401,560,1981,80,1.0231701,1.0956078,3.1349638,-.2891498,-.2011375,4.5345998,4.6051702,0,0,0,0,0,0,1,0,0 
4,1976,.8570000,28.0280991,.1319000,116.4000015,-.1543174,3.3332076,-2.0257113,4.7570324,561,1982,81, , , , , , , ,1,0,0,0,0,0,0,0,0 
4,1977,.8650000,24.6310997,.1299000,115.6999969,-.1450258,3.2040098,-2.0409904,4.7510004,562,1976,81,-.1543174, ,3.3332076,-2.0257113, ,4.7570324, ,0,1,0,0,0,0,0,0,0 
4,1978,.8570000,23.2266998,.1811000,112.8000031,-.1543174,3.1453025,-1.7087059,4.7256165,563,1977,81,-.1450258,-.1543174,3.2040098,-2.0409904,-2.0257113,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0 
4,1979,.7890000,22.7315998,.1676000,108.9000015,-.2369890,3.1237559,-1.7861750,4.6904302,564,1978,81,-.1543174,-.1450258,3.1453025,-1.7087059,-2.0409904,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0 
4,1980,.7900000,21.7588005,.1477000,100,-.2357223,3.0800183,-1.9125721,4.6051702,565,1979,81,-.2369890,-.1543174,3.1237559,-1.7861750,-1.7087059,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0 
4,1981,.7040000,23.7840996,.1241000,89.1999969,-.3509769,3.1690173,-2.0866675,4.4908810,566,1980,81,-.2357223,-.2369890,3.0800183,-1.9125721,-1.7861750,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0 
4,1982,.6730000,25.7036991,.1153000,90.5000000,-.3960100,3.2466350,-2.1602178,4.5053496,567,1981,81,-.3509769,-.2357223,3.1690173,-2.0866675,-1.9125721,4.4908810,4.6051702,0,0,0,0,0,0,1,0,0 
4,1976,5.8420000,38.3003006,.5145000,116.4000015,1.7650732,3.6454577,-.6645597,4.7570324,568,1982,82, , , , , , , ,1,0,0,0,0,0,0,0,0 
4,1977,5.0330000,33.3325005,.4814000,115.6999969,1.6160163,3.5065329,-.7310567,4.7510004,569,1976,82,1.7650732, ,3.6454577,-.6645597, ,4.7570324, ,0,1,0,0,0,0,0,0,0 
4,1978,4.9610000,34.5783005,.5469000,112.8000031,1.6016073,3.5432262,-.6034893,4.7256165,570,1977,82,1.6160163,1.7650732,3.5065329,-.7310567,-.6645597,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0 
4,1979,5.0590000,34.4117012,.5360000,108.9000015,1.6211689,3.5383966,-.6236211,4.6904302,571,1978,82,1.6016073,1.6160163,3.5432262,-.6034893,-.7310567,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0 
4,1980,4.8860002,35.8734016,.5535000,100,1.5863740,3.5799961,-.5914935,4.6051702,572,1979,82,1.6211689,1.6016073,3.5383966,-.6236211,-.6034893,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0 
4,1981,4.8680000,36.0601006,.4930000,89.1999969,1.5826832,3.5851870,-.7072461,4.4908810,573,1980,82,1.5863740,1.6211689,3.5799961,-.5914935,-.6236211,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0 
4,1982,4.7350001,39.8670006,.4783000,90.5000000,1.5549817,3.6855490,-.7375171,4.5053496,574,1981,82,1.5826832,1.5863740,3.5851870,-.7072461,-.5914935,4.4908810,4.6051702,0,0,0,0,0,0,1,0,0 
1,1977,7.0450001,24.0706005,1.5167000,127.1640015,1.9523182,3.1809912,.4165369,4.8454776,575,1982,83, , , , , , , ,0,1,0,0,0,0,0,0,0 
1,1978,7.0040002,22.7387009,1.4989001,127.3865967,1.9464815,3.1240683,.4047315,4.8472266,576,1977,83,1.9523182, ,3.1809912,.4165369, ,4.8454776, ,0,0,1,0,0,0,0,0,0 
1,1979,6.7740002,24.3348999,1.3676000,124.6424026,1.9130918,3.1919115,.3130574,4.8254490,577,1978,83,1.9464815,1.9523182,3.1240683,.4047315,.4165369,4.8472266,4.8454776,0,0,0,1,0,0,0,0,0 
1,1980,5.9590001,26.8568001,1.3882999,118.9132004,1.7849027,3.2905190,.3280799,4.7783937,578,1979,83,1.9130918,1.9464815,3.1919115,.3130574,.4047315,4.8254490,4.8472266,0,0,0,0,1,0,0,0,0 
1,1981,4.7410002,25.9132996,1.2460001,99.3575974,1.5562481,3.2547565,.2199385,4.5987253,579,1980,83,1.7849027,1.9130918,3.2905190,.3280799,.3130574,4.7783937,4.8254490,0,0,0,0,0,1,0,0,0 
1,1982,3.7800000,26.9505005,1.0578001,97.2427979,1.3297240,3.2940018,.0561913,4.5772109,580,1981,83,1.5562481,1.7849027,3.2547565,.2199385,.3280799,4.5987253,4.7783937,0,0,0,0,0,0,1,0,0 
1,1983,3.2960000,29.1933994,.8687000,97.1943970,1.1927096,3.3739426,-.1407574,4.5767131,581,1982,83,1.3297240,1.5562481,3.2940018,.0561913,.2199385,4.5772109,4.5987253,0,0,0,0,0,0,0,1,0 
7,1976,11.0039997,20.6389999,1.9605000,94.6657028,2.3982589,3.0271826,.6731995,4.5503516,582,1983,84, , , , , , , ,1,0,0,0,0,0,0,0,0 
7,1977,12.8160000,17.0107994,2.2200999,96.3899994,2.5506945,2.8338485,.7975522,4.5684023,583,1976,84,2.3982589, ,3.0271826,.6731995, ,4.5503516, ,0,1,0,0,0,0,0,0,0 
7,1978,15.3769999,16.4804001,2.6810000,98.6078033,2.7328730,2.8021717,.9861898,4.5911503,584,1977,84,2.5506945,2.3982589,2.8338485,.7975522,.6731995,4.5684023,4.5503516,0,0,1,0,0,0,0,0,0 
7,1979,16.2059994,17.9221992,4.4601998,100.3583984,2.7853816,2.8860402,1.4951936,4.6087480,585,1978,84,2.7328730,2.5506945,2.8021717,.9861898,.7975522,4.5911503,4.5684023,0,0,0,1,0,0,0,0,0 
7,1980,16.4020004,19.3474007,4.9271998,100.1834030,2.7974033,2.9625580,1.5947708,4.6070027,586,1979,84,2.7853816,2.7328730,2.8860402,1.4951936,.9861898,4.6087480,4.5911503,0,0,0,0,1,0,0,0,0 
7,1981,16.0860004,20.6074009,4.6954999,98.6743011,2.7779493,3.0256503,1.5466046,4.5918245,587,1980,84,2.7974033,2.7853816,2.9625580,1.5947708,1.4951936,4.6070027,4.6087480,0,0,0,0,0,1,0,0,0 
7,1982,16.8299999,20.7063007,5.0098000,99.3806992,2.8231630,3.0304379,1.6113960,4.5989580,588,1981,84,2.7779493,2.7974033,3.0256503,1.5466046,1.5947708,4.5918245,4.6070027,0,0,0,0,0,0,1,0,0 
5,1976,32.5470009,16.8689995,10.3559999,93.8332977,3.4826853,2.8254776,2.3375661,4.5415196,589,1982,85, , , , , , , ,1,0,0,0,0,0,0,0,0 
5,1977,30.8059998,17.4416008,9.3943005,97.0999985,3.4277096,2.8588581,2.2401032,4.5757413,590,1976,85,3.4826853, ,2.8254776,2.3375661, ,4.5415196, ,0,1,0,0,0,0,0,0,0 
5,1978,30.3789997,17.7856007,8.6499004,101.8000031,3.4137516,2.8783891,2.1575477,4.6230102,591,1977,85,3.4277096,3.4826853,2.8588581,2.2401032,2.3375661,4.5757413,4.5415196,0,0,1,0,0,0,0,0,0 
5,1979,30.5330009,18.0352001,9.3559999,102.2667007,3.4188080,2.8923254,2.2360179,4.6275840,592,1978,85,3.4137516,3.4277096,2.8783891,2.1575477,2.2401032,4.6230102,4.5757413,0,0,0,1,0,0,0,0,0 
5,1980,29.8829994,17.8782997,8.5179996,100.3666992,3.3972898,2.8835876,2.1421816,4.6088305,593,1979,85,3.4188080,3.4137516,2.8923254,2.2360179,2.1575477,4.6275840,4.6230102,0,0,0,0,1,0,0,0,0 
5,1981,25.1720009,17.9780998,6.6585999,94.9167023,3.2257323,2.8891544,1.8959092,4.5529995,594,1980,85,3.3972898,3.4188080,2.8835876,2.1421816,2.2360179,4.6088305,4.6275840,0,0,0,0,0,1,0,0,0 
5,1982,22.8330002,18.0039997,5.7508998,97.4832993,3.1282070,2.8905940,1.7493563,4.5796809,595,1981,85,3.2257323,3.3972898,2.8891544,1.8959092,2.1421816,4.5529995,4.6088305,0,0,0,0,0,0,1,0,0 
7,1976,98.2590027,16.7835007,34.1725006,94.6657028,4.5876069,2.8203962,3.5314212,4.5503516,596,1982,86, , , , , , , ,1,0,0,0,0,0,0,0,0 
7,1977,99.1989975,15.3535004,32.3653984,96.3899994,4.5971279,2.7313435,3.4770899,4.5684023,597,1976,86,4.5876069, ,2.8203962,3.5314212, ,4.5503516, ,0,1,0,0,0,0,0,0,0 
7,1978,100.4150009,18.8764000,31.8626995,98.6078033,4.6093116,2.9379125,3.4614360,4.5911503,598,1977,86,4.5971279,4.5876069,2.7313435,3.4770899,3.5314212,4.5684023,4.5503516,0,0,1,0,0,0,0,0,0 
7,1979,108.5619965,15.3699999,31.7898006,100.3583984,4.6873212,2.7324176,3.4591455,4.6087480,599,1978,86,4.6093116,4.5971279,2.9379125,3.4614360,3.4770899,4.5911503,4.5684023,0,0,0,1,0,0,0,0,0 
7,1980,106.5650024,15.9281998,47.1078987,100.1834030,4.6687551,2.7680912,3.8524406,4.6070027,600,1979,86,4.6873212,4.6093116,2.7324176,3.4591455,3.4614360,4.6087480,4.5911503,0,0,0,0,1,0,0,0,0 
7,1981,103.1289978,17.1285992,44.3526993,98.6743011,4.6359806,2.8407495,3.7921736,4.5918245,601,1980,86,4.6687551,4.6873212,2.7680912,3.8524406,3.4591455,4.6070027,4.6087480,0,0,0,0,0,1,0,0,0 
7,1982,99.2020035,17.1877995,38.2798996,99.3806992,4.5971584,2.8441999,3.6449249,4.5989580,602,1981,86,4.6359806,4.6687551,2.8407495,3.7921736,3.8524406,4.5918245,4.6070027,0,0,0,0,0,0,1,0,0 
4,1976,69.9000015,29.4850998,10.2804003,116.4000015,4.2470655,3.3838851,2.3302393,4.7570324,603,1982,87, , , , , , , ,1,0,0,0,0,0,0,0,0 
4,1977,39.2000008,24.5452995,9.3889999,115.6999969,3.6686769,3.2005203,2.2395387,4.7510004,604,1976,87,4.2470655, ,3.3838851,2.3302393, ,4.7570324, ,0,1,0,0,0,0,0,0,0 
4,1978,41.4000015,24.0401993,10.1127996,112.8000031,3.7232809,3.1797273,2.3138020,4.7256165,605,1977,87,3.6686769,4.2470655,3.2005203,2.2395387,2.3302393,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0 
4,1979,43,23.2320995,10.8522997,108.9000015,3.7612002,3.1455350,2.3843770,4.6904302,606,1978,87,3.7232809,3.6686769,3.1797273,2.3138020,2.2395387,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0 
4,1980,39.5000000,24.5384007,10.4246998,100,3.6763008,3.2002392,2.3441780,4.6051702,607,1979,87,3.7612002,3.7232809,3.1455350,2.3843770,2.3138020,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0 
4,1981,35.7999992,24.5757999,10.1215000,89.1999969,3.5779479,3.2017622,2.3146620,4.4908810,608,1980,87,3.6763008,3.7612002,3.2002392,2.3441780,2.3843770,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0 
4,1982,32.4000015,26.1767998,9.5382996,90.5000000,3.4781585,3.2648735,2.2553153,4.5053496,609,1981,87,3.5779479,3.6763008,3.2017622,2.3146620,2.3441780,4.4908810,4.6051702,0,0,0,0,0,0,1,0,0 
2,1976,7.4770002,33.5635986,2.7620001,110.0999985,2.0118318,3.5134420,1.0159551,4.7013888,610,1982,88, , , , , , , ,1,0,0,0,0,0,0,0,0 
2,1977,8.3230000,33.1529007,2.8885000,109.1999969,2.1190228,3.5011301,1.0607374,4.6931810,611,1976,88,2.0118318, ,3.5134420,1.0159551, ,4.7013888, ,0,1,0,0,0,0,0,0,0 
2,1978,8.6219997,33.5667992,2.8583000,111.9000015,2.1543171,3.5135374,1.0502270,4.7176056,612,1977,88,2.1190228,2.0118318,3.5011301,1.0607374,1.0159551,4.6931810,4.7013888,0,0,1,0,0,0,0,0,0 
2,1979,9.1350002,30.5538006,2.0606999,111,2.2121131,3.4194891,.7230457,4.7095304,613,1978,88,2.1543171,2.1190228,3.5135374,1.0502270,1.0607374,4.7176056,4.6931810,0,0,0,1,0,0,0,0,0 
2,1980,8.6730003,29.0070000,2.1535001,100,2.1602149,3.3675373,.7670944,4.6051702,614,1979,88,2.2121131,2.1543171,3.4194891,.7230457,1.0502270,4.7095304,4.7176056,0,0,0,0,1,0,0,0,0 
2,1981,7.2440000,31.3253994,1.8362000,89,1.9801736,3.4444292,.6076982,4.4886365,615,1980,88,2.1602149,2.2121131,3.3675373,.7670944,.7230457,4.6051702,4.7095304,0,0,0,0,0,1,0,0,0 
2,1982,7.3299999,31.6392002,1.7845000,90.9000015,1.9919755,3.4543970,.5791383,4.5097599,616,1981,88,1.9801736,2.1602149,3.4444292,.6076982,.7670944,4.4886365,4.6051702,0,0,0,0,0,0,1,0,0 
2,1976,1.1100000,32.7979012,.7792000,110.0999985,.1043600,3.4903646,-.2494875,4.7013888,617,1982,89, , , , , , , ,1,0,0,0,0,0,0,0,0 
2,1977,1.3380001,30.4288998,.8970000,109.1999969,.2911760,3.4153929,-.1086994,4.6931810,618,1976,89,.1043600, ,3.4903646,-.2494875, ,4.7013888, ,0,1,0,0,0,0,0,0,0 
2,1978,1.3300000,31.5765991,1.2879000,111.9000015,.2851790,3.4524164,.2530130,4.7176056,619,1977,89,.2911760,.1043600,3.4153929,-.1086994,-.2494875,4.6931810,4.7013888,0,0,1,0,0,0,0,0,0 
2,1979,1.3170000,28.0631008,1.6173000,111,.2753564,3.3344555,.4807581,4.7095304,620,1978,89,.2851790,.2911760,3.4524164,.2530130,-.1086994,4.7176056,4.6931810,0,0,0,1,0,0,0,0,0 
2,1980,1.3410000,27.2810993,1.4548000,100,.2934156,3.3061941,.3748685,4.6051702,621,1979,89,.2753564,.2851790,3.3344555,.4807581,.2530130,4.7095304,4.7176056,0,0,0,0,1,0,0,0,0 
2,1981,1.3570000,28.4696999,1.3437001,89,.3052764,3.3488405,.2954271,4.4886365,622,1980,89,.2934156,.2753564,3.3061941,.3748685,.4807581,4.6051702,4.7095304,0,0,0,0,0,1,0,0,0 
2,1982,1.3000000,27.8810997,1.0519000,90.9000015,.2623642,3.3279490,.0505981,4.5097599,623,1981,89,.3052764,.2934156,3.3488405,.2954271,.3748685,4.4886365,4.6051702,0,0,0,0,0,0,1,0,0 
2,1976,11.9399996,45.2318001,6.3813000,110.0500031,2.4798942,3.8118005,1.8533719,4.7009349,624,1982,90, , , , , , , ,1,0,0,0,0,0,0,0,0 
2,1977,11.7030001,33.7333984,6.5955000,109.4250031,2.4598453,3.5184884,1.8863876,4.6952395,625,1976,90,2.4798942, ,3.8118005,1.8533719, ,4.7009349, ,0,1,0,0,0,0,0,0,0 
2,1978,10.9770002,24.4283009,7.6652002,111.2249985,2.3958023,3.1957424,2.0366907,4.7115550,626,1977,90,2.4598453,2.4798942,3.5184884,1.8863876,1.8533719,4.6952395,4.7009349,0,0,1,0,0,0,0,0,0 
2,1979,10.3039999,17.6434002,7.6837001,111.2249985,2.3325322,2.8703618,2.0391011,4.7115550,627,1978,90,2.3958023,2.4598453,3.1957424,2.0366907,1.8863876,4.7115550,4.6952395,0,0,0,1,0,0,0,0,0 
2,1980,11.7950001,24.7502003,7.3811998,102.7500000,2.4676757,3.2088337,1.9989362,4.6322989,628,1979,90,2.3325322,2.3958023,2.8703618,2.0391011,2.0366907,4.7115550,4.7115550,0,0,0,0,1,0,0,0,0 
2,1981,10.8059998,25.3150005,6.7985001,91.7500000,2.3801014,3.2313972,1.9167020,4.5190673,629,1980,90,2.4676757,2.3325322,3.2088337,1.9989362,2.0391011,4.6322989,4.7115550,0,0,0,0,0,1,0,0,0 
2,1982,10.4670000,26.4062004,6.4828000,90.4250031,2.3482275,3.2735989,1.8691525,4.5045209,630,1981,90,2.3801014,2.4676757,3.2313972,1.9167020,1.9989362,4.5190673,4.6322989,0,0,0,0,0,0,1,0,0 
3,1976,.2360000,31.7208996,.0705000,104.7664032,-1.4439235,3.4569757,-2.6521425,4.6517329,631,1982,91, , , , , , , ,1,0,0,0,0,0,0,0,0 
3,1977,.2480000,29.5571003,.0748000,107.4791031,-1.3943266,3.3863239,-2.5929375,4.6772966,632,1976,91,-1.4439235, ,3.4569757,-2.6521425, ,4.6517329, ,0,1,0,0,0,0,0,0,0 
3,1978,.2440000,30.2875996,.0705000,108.9188004,-1.4105871,3.4107385,-2.6521425,4.6906028,633,1977,91,-1.3943266,-1.4439235,3.3863239,-2.5929375,-2.6521425,4.6772966,4.6517329,0,0,1,0,0,0,0,0,0 
3,1979,.2380000,31.3887005,.0664000,111.5590973,-1.4354845,3.4464481,-2.7120583,4.7145543,634,1978,91,-1.4105871,-1.3943266,3.4107385,-2.6521425,-2.5929375,4.6906028,4.6772966,0,0,0,1,0,0,0,0,0 
3,1980,.2270000,28.1588993,.0699000,100,-1.4828053,3.3378634,-2.6606896,4.6051702,635,1979,91,-1.4354845,-1.4105871,3.4464481,-2.7120583,-2.6521425,4.7145543,4.6906028,0,0,0,0,1,0,0,0,0 
3,1981,.1870000,29.4615993,.0552000,99.3964996,-1.6766466,3.3830876,-2.8967924,4.5991168,636,1980,91,-1.4828053,-1.4354845,3.3378634,-2.6606896,-2.7120583,4.6051702,4.7145543,0,0,0,0,0,1,0,0,0 
3,1982,.1780000,31.5144997,.0603000,99.2930984,-1.7259717,3.4504478,-2.8084233,4.5980759,637,1981,91,-1.6766466,-1.4828053,3.3830876,-2.8967924,-2.6606896,4.5991168,4.6051702,0,0,0,0,0,0,1,0,0 
5,1976,.2870000,21.2411003,.0515000,94.5333023,-1.2482730,3.0559380,-2.9661734,4.5489521,638,1982,92, , , , , , , ,1,0,0,0,0,0,0,0,0 
5,1977,.3370000,20.2408009,.0552000,95,-1.0876724,3.0077004,-2.8967924,4.5538769,639,1976,92,-1.2482730, ,3.0559380,-2.9661734, ,4.5489521, ,0,1,0,0,0,0,0,0,0 
5,1978,.2880000,22.9591007,.0351000,99.4000015,-1.2447948,3.1337144,-3.3495541,4.5991521,640,1977,92,-1.0876724,-1.2482730,3.0077004,-2.8967924,-2.9661734,4.5538769,4.5489521,0,0,1,0,0,0,0,0,0 
5,1979,.1540000,23.6096001,.0119000,102.4666977,-1.8708026,3.1616535,-4.4312167,4.6295381,641,1978,92,-1.2447948,-1.0876724,3.1337144,-3.3495541,-2.8967924,4.5991521,4.5538769,0,0,0,1,0,0,0,0,0 
5,1980,.1620000,23.3397007,.0171000,101.4666977,-1.8201590,3.1501558,-4.0686769,4.6197305,642,1979,92,-1.8708026,-1.2447948,3.1616535,-4.4312167,-3.3495541,4.6295381,4.5991521,0,0,0,0,1,0,0,0,0 
5,1981,.1520000,24.7467003,.0176000,97.9666977,-1.8838748,3.2086921,-4.0398564,4.5846276,643,1980,92,-1.8201590,-1.8708026,3.1501558,-4.0686769,-4.4312167,4.6197305,4.6295381,0,0,0,0,0,1,0,0,0 
5,1982,.1310000,25.7297001,.0150000,95.3332977,-2.0325580,3.2476459,-4.1997051,4.5573792,644,1981,92,-1.8838748,-1.8201590,3.2086921,-4.0398564,-4.0686769,4.5846276,4.6197305,0,0,0,0,0,0,1,0,0 
5,1977,74.6610031,20.6721001,27.0242004,94.6500015,4.3129578,3.0287850,3.2967327,4.5501857,645,1982,93, , , , , , , ,0,1,0,0,0,0,0,0,0 
